Date,Time,Entry Message,,,
04/01/2017,00:04:05,"Admitted J, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,00:07:25,"Admitted K, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,00:08:25,"Admitted J, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,00:08:58,"Admitted B, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,00:10:07,"Admitted M, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,00:11:04,"Admitted L, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,00:13:49,"Admitted W, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,00:21:04,"Admitted A, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,00:26:59,"Admitted N, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,07:31:57,"Admitted M, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,07:55:21,"Admitted R, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,07:55:37,"Admitted G, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,07:57:59,"Admitted R, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,07:59:44,"Admitted B, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:00:37,"Admitted P, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:02:29,"Admitted M, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:02:33,"Admitted F, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:05:34,"Admitted M, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:08:16,"Admitted K, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:08:46,"Admitted R, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:10:00,"Admitted N, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:12:57,"Admitted K, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:14:03,"Admitted E, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:14:05,"Admitted J, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:14:41,"Admitted L, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:16:45,"Admitted J, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:18:02,"Admitted H, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:21:41,"Admitted P, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:21:58,"Admitted R, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:24:00,"Admitted P, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:25:11,"Admitted W, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:27:50,"Admitted S, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:27:55,"Admitted S, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:28:11,"Admitted H, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:28:48,"Admitted O, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:30:00,"Admitted P, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:30:22,"Admitted B, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:31:01,"Admitted R, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:32:19,"Admitted R, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:33:23,"Admitted I, FIRSTNAME XXXXX) at",0067-1-02-DILLON-ENTRY TURNSTILE [In],,
04/01/2017,08:33:25,"Admitted K, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:35:11,"Admitted C, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:35:34,"Admitted M, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:42:16,"Admitted C, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:46:46,"Admitted W, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:46:48,"Admitted S, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:49:19,"Admitted T, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:49:52,"Admitted H, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:51:38,"Admitted A, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:51:39,"Admitted D, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:53:23,"Admitted L, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:56:58,"Admitted H, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:56:59,"Admitted W, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:57:00,"Admitted G, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:57:01,"Admitted M, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:58:37,"Admitted G, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,08:58:38,"Admitted Z, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In],
Page 1 of 550,,,,Report Modified 02/21/12,
Date,Time,Entry Message,,
04/01/2017,09:02:00,"Admitted K, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:03:05,"Admitted F, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:03:11,"Admitted B, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:03:39,"Admitted P, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:04:17,"Admitted B, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:05:32,"Admitted L, FIRSTNAME XXXXX) at",0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,09:05:40,"Admitted D, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:07:11,"Admitted H, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:08:48,"Admitted H, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:09:05,"Admitted S, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:09:06,"Admitted Z, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:10:17,"Admitted M, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:11:34,"Admitted B, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:12:09,"Admitted C, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:12:31,"Admitted K, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:14:05,"Admitted G, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:14:24,"Admitted A, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:15:08,"Admitted R, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:15:11,"Admitted M, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:15:13,"Admitted L, FIRSTNAME XXXXX) at",0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,09:15:14,"Admitted S, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:17:03,"Admitted S, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:17:14,"Admitted L, FIRSTNAME XXXXX) at",0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,09:19:33,"Admitted M, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:19:55,"Admitted E, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:20:30,"Admitted A, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:21:03,"Admitted S, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:22:01,"Admitted H, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:22:21,"Admitted L, FIRSTNAME XXXXX) at",0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,09:23:31,"Admitted Y, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:23:53,"Admitted P, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:24:34,"Admitted F, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:24:35,"Admitted A, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:24:36,"Admitted P, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:24:41,"Admitted A, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:24:43,"Admitted B, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:26:18,"Admitted M, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:26:19,"Admitted H, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:26:41,"Admitted D, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:28:03,"Admitted C, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:28:09,"Admitted W, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:28:14,"Admitted J, FIRSTNAME XXXXX) at",0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,09:28:54,"Admitted W, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:29:00,"Admitted S, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:29:52,"Admitted W, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:31:14,"Admitted S, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:31:25,"Admitted K, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:31:40,"Admitted R, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:32:22,"Admitted H, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:32:28,"Admitted C, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:32:41,"Admitted H, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:32:45,"Admitted L, FIRSTNAME XXXXX) at",0067-1-02-DILLON-ENTRY TURNSTILE [In],
04/01/2017,09:32:57,"Admitted U, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:33:24,"Admitted F, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:34:28,"Admitted P, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:34:47,"Admitted D, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
04/01/2017,09:36:41,"Admitted G, FIRSTNAME XXXXX) at",,0067-1-02-DILLON-ENTRY TURNSTILE [In]
